Ticker,Company Name,Free Float %,Category
KONI,PERDANA BANGUN PUSAKA Tbk,47.9,HIGH
ASHA,CILACAP SAMUDERA FISHING INDUSTRY Tbk,48.0,HIGH
KKES,KUSUMA KEMINDO SENTOSA Tbk,48.0,HIGH
NTBK,NUSATAMA BERKAH Tbk,48.1,HIGH
GULA,AMAN AGRINDO Tbk,48.4,HIGH
HYGN,ECOCARE INDO PASIFIK Tbk,48.4,HIGH
CFIN,CLIPAN FINANCE INDONESIA Tbk,48.5,HIGH
KOTA,DMS PROPERTINDO Tbk,48.5,HIGH
WMUU,WIDODO MAKMUR UNGGAS Tbk,48.5,HIGH
TRAM,TRADA ALAM MINERA Tbk,48.9,HIGH
UDNG,AGRO BAHARI NUSANTARA Tbk,48.3,HIGH
MNCN,MEDIA NUSANTARA CITRA Tbk,49.3,HIGH
ISAP,ISRA PRESISI INDONESIA Tbk,49.6,HIGH
MPOW,MEGAPOWER MAKMUR Tbk,49.5,HIGH
SKYB,NORTHCLIFF CITRANUSA INDONESIA Tbk,49.5,HIGH
JAST,JASNITA TELEKOMINDO Tbk,49.7,HIGH
TAMA,LANCARTAMA SEJATI Tbk,49.7,HIGH
MDKA,MERDEKA COPPER GOLD Tbk,50.0,HIGH
MTDL,METRODATA ELECTRONICS Tbk,50.1,HIGH
PIPA,MULTI MAKMUR LEMINDO Tbk,50.1,HIGH
KBLV,FIRST MEDIA Tbk,50.2,HIGH
SBAT,SEJAHTERA BINTANG ABADI TEXTILE Tbk,50.3,HIGH
SMRA,SUMMARECON AGUNG Tbk,50.3,HIGH
ASSA,ADI SARANA ARMADA Tbk,50.4,HIGH
TOYS,SUNINDO ADIPERSADA Tbk,50.5,HIGH
EMTK,ELANG MAHKOTA TEKNOLOGI Tbk,50.6,HIGH
INTA,INTRACO PENTA Tbk,50.6,HIGH
HAIS,HASNUR INTERNASIONAL SHIPPING Tbk,50.8,HIGH
OILS,INDO OIL PERKASA Tbk,50.8,HIGH
WINS,WINTERMAR OFFSHORE MARINE Tbk,51.0,HIGH
BRMS,BUMI RESOURCES MINERALS Tbk,51.3,HIGH
ICON,ISLAND CONCEPTS INDONESIA Tbk,51.3,HIGH
NUSA,SINERGI MEGAH INTERNUSA Tbk,51.4,HIGH
IPPE,INDO PURECO PRATAMA Tbk,51.7,HIGH
IOTF,SUMBER SINERGI MAKMUR Tbk,51.7,HIGH
WSBP,WASKITA BETON PRECAST Tbk,51.6,HIGH
ARMY,ARMIDIAN KARYATAMA Tbk,51.9,HIGH
ASMI,ASURANSI MAXIMUS GRAHA PERSADA Tbk,52.1,HIGH
CNKO,EXPLOITASI ENERGI INDONESIA Tbk,52.5,HIGH
GOTO,MVS GOTO GOJEK TOKOPEDIA Tbk,52.5,HIGH
BRRC,RAJA ROTI CEMERLANG Tbk,52.6,HIGH
PURA,PUTRA RAJAWALI KENCANA Tbk,52.7,HIGH
MDLN,MODERNLAND REALTY Tbk,53.2,HIGH
EPAC,MEGALESTARI EPACK SENTOSARAYA Tbk,53.5,HIGH
BMTR,GLOBAL MEDIACOM Tbk,53.7,HIGH
KIOS,KIOSON KOMERSIAL INDONESIA Tbk,53.7,HIGH
SNLK,SUNTER LAKESIDE HOTEL Tbk,53.7,HIGH
PPRI,PAPEROCKS INDONESIA Tbk,54.0,HIGH
KIJA,KAWASAN INDUSTRI JABABEKA Tbk,54.0,HIGH
LUCK,SENTRAL MITRA INFORMATIKA Tbk,54.0,HIGH
ATLA,ATLANTIS SUBSEA INDONESIA Tbk,54.3,HIGH
BEBS,BERKAH BETON SADAYA Tbk,54.2,HIGH
SLIS,GAYA ABADI SEMPURNA Tbk,54.3,HIGH
BTEK,BUMI TEKNOKULTURA UNGGUL Tbk,54.5,HIGH
BLTA,BERLIAN LAJU TANKER Tbk,54.1,HIGH
CTTH,CITATAH Tbk,54.1,HIGH
RIMO,RIMO INTERNATIONAL LESTARI Tbk,53.8,HIGH
SPRE,SORAYA BERJAYA INDONESIA Tbk,54.7,HIGH
FUTR,FUTURA ENERGI GLOBAL Tbk,55.0,HIGH
UNIQ,ULIMA NITRA Tbk,55.0,HIGH
BCIP,BUMI CITRA PERMAI Tbk,56.0,HIGH
KAYU,DARMI BERSAUDARA Tbk,56.0,HIGH
WOWS,GINTING JAYA ENERGI Tbk,56.1,HIGH
EAST,EASTPARC HOTEL Tbk,56.3,HIGH
HADE,HIMALAYA ENERGI PERKASA Tbk,56.7,HIGH
BOLA,BALI BINTANG SEJAHTERA Tbk,56.9,HIGH
SSIA,SURYA SEMESTA INTERNUSA Tbk,56.9,HIGH
UVCR,TRIMEGAH KARYA PRATAMA Tbk,57.0,HIGH
PDPP,PRIMADAYA PLASTISINDO Tbk,57.5,HIGH
RDTX,RODA VIVATEX Tbk,57.5,HIGH
ENRG,ENERGI MEGA PERSADA Tbk,58.1,HIGH
LMSH,LIONMESH PRIMA Tbk,59.8,HIGH
CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARMA Tbk,59.9,HIGH
DEWI,DEWI SHRI FARMINDO Tbk,60.0,HIGH
INCF,INDO KOMODITI KORPORA Tbk,60.0,HIGH
DGWG,DELTA GIRI WACANA Tbk,60.2,HIGH
MABA,MARGA ABHINAYA ABADI Tbk,60.1,HIGH
PCAR,PRIMA CAKRAWALA ABADI Tbk,60.5,HIGH
BIRD,BLUE BIRD Tbk,60.6,HIGH
MEJA,HARTA DJAYA KARYA Tbk,60.7,HIGH
MKNT,MITRA KOMUNIKASI NUSANTARA Tbk,60.7,HIGH
RAFI,SARI KREASI BOGA Tbk,61.6,HIGH
BULL,BUANA LINTAS LAUTAN Tbk,61.2,HIGH
KRYA,BANGUN KARYA PERKASA JAYA Tbk,61.7,HIGH
PJHB,PELAYARAN JAYA HIDUP BARU Tbk,62.5,HIGH
SRSN,INDO ACIDATAMA Tbk,62.5,HIGH
SUGI,SUGIH ENERGY Tbk,62.2,HIGH
YELO,YELOOO INTEGRA DATANET Tbk,62.6,HIGH
LABA,GREEN POWER GROUP Tbk,62.7,HIGH
COAL,BLACK DIAMOND RESOURCES Tbk,63.0,HIGH
HOME,HOTEL MANDARINE REGENCY Tbk,63.5,HIGH
MAHA,MANDIRI HERINDO ADIPERKASA Tbk,63.9,HIGH
MIRA,MITRA INTERNATIONAL RESOURCES Tbk,64.1,HIGH
NINE,TECHNO9 INDONESIA Tbk,64.2,HIGH
DEWA,DARMA HENWA Tbk,64.5,HIGH
DILD,INTILAND DEVELOPMENT Tbk,64.8,HIGH
HEAL,MEDIKALOKA HERMINA Tbk,64.9,HIGH
BMBL,LAVENDER BINA CENDIKIA Tbk,65.4,HIGH
SMKM,SUMBER MAS KONSTRUKSI Tbk,65.4,HIGH
UNSP,BAKRIE SUMATERA PLANTATIONS Tbk,65.7,HIGH
SATU,KOTA SATU PROPERTI Tbk,65.8,HIGH
MINA,SANURHASTA MITRA Tbk,65.9,HIGH
IKAN,ERA MANDIRI CEMERLANG Tbk,66.5,HIGH
LMAX,LUPROMAX PELUMAS INDONESIA Tbk,66.8,HIGH
ARTI,RATU PRABU ENERGI Tbk,66.9,HIGH
BOSS,BORNEO OLAH SARANA SUKSES Tbk,67.4,HIGH
INDO,ROYALINDO INVESTA WIJAYA Tbk,67.8,HIGH
GOOD,GARUDAFOOD PUTRA PUTRI JAYA Tbk,67.9,HIGH
POOL,POOL ADVISTA INDONESIA Tbk,70.0,HIGH
IIKP,INTI AGRI RESOURCES Tbk,70.7,HIGH
HGII,HERO GLOBAL INVESTMENT Tbk,72.4,HIGH
JSKY,SKY ENERGY INDONESIA Tbk,73.0,HIGH
PURE,TRINITAN METALS AND MINERALS Tbk,73.5,HIGH
WIIM,WISMILAK INTI MAKMUR Tbk,74.5,HIGH
ESSA,ESSA INDUSTRIES INDONESIA Tbk,74.7,HIGH
FIMP,FIMPERKASA UTAMA Tbk,74.8,HIGH
PNGO,PINAGO UTAMA Tbk,77.2,HIGH
TGRA,TERREGRA ASIA ENERGY Tbk,77.8,HIGH
KREN,QUANTUM CLOVERA INVESTAMA Tbk,78.4,HIGH
LCGP,EUREKA PRIMA JAKARTA Tbk,78.4,HIGH
DADA,DIAMOND CITRA PROPERTINDO Tbk,78.5,HIGH
YULE,YULIE SEKURITAS INDONESIA Tbk,78.5,HIGH
RGAS,KIAN SANTANG MULIATAMA Tbk,79.6,HIGH
HKMU,HK METALS UTAMA Tbk,80.6,HIGH
IKAI,INTIKERAMIK ALAMASRI INDUSTRI Tbk,80.7,HIGH
DUCK,JAYA BERSAMA INDO Tbk,80.9,HIGH
SIMA,SIWANI MAKMUR Tbk,82.0,HIGH
ELTY,BAKRIELAND DEVELOPMENT Tbk,83.5,HIGH
RMKO,ROYALTAMA MULIA KONTRAKTORINDO Tbk,84.6,HIGH
ENVY,ENVY TECHNOLOGIES INDONESIA Tbk,85.6,HIGH
ZINC,KAPUAS PRIMA COAL Tbk,85.1,HIGH
NCKL,TRIMEGAH BANGUN PERSADA Tbk,88.0,HIGH
DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,88.1,HIGH
WIRG,WIR ASIA Tbk,88.2,HIGH
MENN,MENN TEKNOLOGI INDONESIA Tbk,93.5,HIGH
PADI,MINNA PADI INVESTAMA SEKURITAS Tbk,94.3,HIGH
BAJA,SARANACENTRAL BAJATAMA Tbk,95.1,HIGH
TAXI,EXPRESS TRANSINDO UTAMA Tbk,95.2,HIGH
BBRI,BANK RAKYAT INDONESIA (PERSERO) Tbk,96.4,HIGH
ADHI,ADHI KARYA (PERSERO) Tbk,97.0,HIGH
BBNI,BANK NEGARA INDONESIA Tbk,100.0,HIGH
BBTN,BANK TABUNGAN NEGARA (PERSERO) Tbk,100.0,HIGH
INCI,INTANWIJAYA INTERNASIONAL Tbk,100.0,HIGH
LMAS,LIMAS INDONESIA MAKMUR Tbk,100.0,HIGH
